Date,Time,Operator,Flight_No,AC_Type,Registration,cn_ln,Ground,Decade,City,Country,US_State,Total_abroad,Passengers_abroad,Crew_abroad,Total_fatalities,Passengers_fatalities,Crew_fatalities,Source,Destination,Total_survivors,Passengers_survivors,Crew_survivors,Survival_rate,Type,Month,Day_of_week,Continent
1969-05-25,09:52:00,Aero Transporti Italiani,?,Fokker F-27 Friendship 600,I-ATIT,10363,0,1960,Reggio di Calabria,Italy,,36,31,5,1,1,0,Rome,Reggio di Calabria,35,30,5,97.22222222222221,Passenger,May,Sunday,Europe
1969-05-23,,Union of Burma Airways,?,Douglas C-47,XY-ACR,9629,0,1960,Near Lashio,Myanmar,,6,4,2,6,4,2,,?,0,0,0,0.0,Passenger,May,Friday,Asia
1969-05-07,12:45:00,Flying W Airways,?,Curtiss C-46F,N1243N,22456,0,1960,Medford,United States of America,New Jersey,2,0,2,2,0,2,"Medford, NJ","Allentown, PA",0,0,0,0.0,Passenger,May,Wednesday,North America
1969-05-06,13:20:00,Military - U.S. Army,?,Boeing Vertol CH47A (helicopter),66-19029,?,0,1960,Near Chon Thanh,Vietnam,,74,69,5,30,29,1,,?,44,40,4,59.45945945945946,Military,May,Tuesday,Asia
1969-04-24,,Ghana Airways,?,Douglas DC-3,9G-AAF,9407,0,1960,Near Takoradi,Ghana,,33,30,3,1,1,0,,?,32,29,3,96.96969696969697,Passenger,April,Thursday,Africa
1969-04-21,14:59:00,Indian Airlines,?,Fokker F-27 Friendship 100,VT-DOJ,10214,0,1960,Khulna,Pakistan,,44,40,4,44,40,4,"Silchar, India","Khulna, Bangladesh",0,0,0,0.0,Passenger,April,Monday,Asia
1969-04-16,08:20:00,Wigmo,?,Curtiss C-46,9T-PLJ,26710,0,1960,Kinshasa,Democratic Republic of the Congo,,45,42,3,45,42,3,Kinshasa - Kananga - Mbuji,Mayi,0,0,0,0.0,Passenger,April,Wednesday,Africa
1969-04-15,13:50:00,Military - U.S. Navy,?,Lockheed EC-121M,135749,4318,0,1960,Off Chongjin,North Korea,,31,25,6,31,25,6,Atsuji,Atsuji,0,0,0,0.0,Military,April,Tuesday,Asia
1969-04-07,,Air Canada,?,Vickers 757 Viscount,CF-THK,271,0,1960,"Sept-Îles,  Quebec",Canada,,21,17,4,1,1,0,Seven Islands,Montreal,20,16,4,95.23809523809523,Passenger,April,Monday,North America
1969-04-02,12:50:00,Islands of the Bahamas Inc,?,Curtiss C-46F,N3914,22445,0,1960,Off New Providence Island,Bahamas,,2,0,2,2,0,2,,?,0,0,0,0.0,Passenger,April,Wednesday,North America
1969-03-20,06:55:00,Avion Airways,?,Douglas DC-3,N142D,1946,0,1960,New Orleans,United States of America,Louisiana,27,24,3,16,13,3,Memphis,New Orleans,11,11,0,40.74074074074074,Passenger,March,Thursday,North America
1969-03-16,14:00:00,Venezolana Internacional de Aviacion,742,McDonnell Douglas DC-9-32,YV-C-AVD,47243/448,71,1960,"Maracaibo,  Zulia",Venezuela,,84,74,10,84,74,10,Maracaibo,Miami,0,0,0,0.0,Passenger,March,Sunday,South America
1969-03-13,15:52:00,Wien Consolidated Airlines,?,de Havilland DHC-6,N4901,3,0,1960,Minchumina,United States of America,Alaska,5,4,1,1,1,0,Fairbanks - Bethel,Minchumina,4,3,1,80.0,Passenger,March,Thursday,North America
1969-03-08,,Continental Air Transport,?,Douglas DC-4,N3821,10356,0,1960,,Atlantic Ocean,,3,0,3,3,0,3,"Halifax, NS","Santa Maria, Portugal",0,0,0,0.0,Passenger,March,Saturday,
1969-03-05,17:38:00,Prinair,?,de Havilland DH-114 Heron 2D,N563PR,14125,0,1960,San Juan,Puerto Rico,,19,17,2,19,17,2,Saint Thomas,San Juan,0,0,0,0.0,Passenger,March,Wednesday,North America
1969-02-24,,Far Eastern Air Transport,?,Handley Page Dart Herald 201,B-2009,157,0,1960,Tainan,Taiwan,,36,32,4,36,32,4,Kaohsiung,Taipei,0,0,0,0.0,Passenger,February,Monday,Asia
1969-02-18,05:10:00,Mineral County Airlines,708,Douglas DC-3,N15570,6320,0,1960,Near Lone Pine,United States of America,California,35,32,3,35,32,3,"Hawthorne, NV - Burbank",Long Beach,0,0,0,0.0,Passenger,February,Tuesday,North America
1969-01-18,18:21:00,United Air Lines,266,Boeing B-727-22QC,N7434U,19891/631,0,1960,Off Los Angeles,United States of America,California,38,32,6,38,32,6,Los Angeles - Denver,Milwaukee,0,0,0,0.0,Passenger,January,Saturday,North America
1969-01-16,13:45:00,Air America,?,Douglas C-47 Skytrain (DC-3),949,20415,0,1960,Near Hue,Vietnam,,12,9,3,12,9,3,Hue,da Nang,0,0,0,0.0,Passenger,January,Thursday,Asia
1969-01-13,19:21:00,Scandinavian Airlines (SAS),933,McDonnell Douglas DC-8-62,LN-MOO,45822/272,0,1960,Off Los Angeles,United States of America,California,45,36,9,15,12,3,Copenhagen - Los Angeles,Seattle,30,24,6,66.66666666666666,Passenger,January,Monday,North America
1969-01-06,20:35:00,Allegheny Airlines,737,Convair CV-580,N5825,386,0,1960,Near Bradford,United States of America,Pennsylvania,28,25,3,11,9,2,Washington - Harrisburgh - Bradford - Erie,Detroit,17,16,1,60.71428571428571,Passenger,January,Monday,North America
1969-01-05,01:34:00,Ariana Afghan Airlines,701,Boeing B-727-113C,YA-FAR,19690/540,2,1960,"Gatwick Airport,  Horley,  Surrey",United Kingdom,,62,54,8,48,43,5,Frankfurt,London,14,11,3,22.58064516129032,Passenger,January,Sunday,Europe
1969-01-02,20:12:00,China Airlines (Taiwan),227,Douglas DC-3D,B-309,12541,0,1960,Mt. Paku,Taiwan,,24,19,5,24,19,5,Kaohsiung,Hualien,0,0,0,0.0,Passenger,January,Thursday,Asia
1968-12-31,08:30:00,MacRobertson Miller Airlines,1750,Vickers Viscount 720,VH-RMQ,045,0,1960,"Port Hedland,  WA",Australia,,26,21,5,26,21,5,Perth,Port Hedland,0,0,0,0.0,Passenger,December,Tuesday,Oceania
1968-12-27,20:22:00,North Central Airlines,458,Convair CV-580,N2045,369,1,1960,Chicago,United States of America,Illinois,45,41,4,27,24,3,Minneapolis - Chicago,Milwaukee,18,17,1,40.0,Passenger,December,Friday,North America
1968-12-26,06:15:00,Pan American World Airways,?,Boeing 707-321CF,N799PA,?,0,1960,Elmendorf Air Force Base,United States of America,Alaska,3,0,3,3,0,3,San Francisco - Anchorage,"Cam Ranh Bay, Vietnam",0,0,0,0.0,Passenger,December,Thursday,North America
1968-12-24,20:12:00,Allegheny Airlines,736,Convair CV-580,N5802,410,0,1960,Bradford,United States of America,Pennsylvania,47,41,6,20,17,3,Detroit - Erie - Bradford,Washington D.C.,27,24,3,57.446808510638306,Passenger,December,Tuesday,North America
1968-12-12,22:02:00,Pan American World Airways,217,Boeing B-707-321B,N494PA,19696/688,0,1960,Near Caracas,Venezuela,,51,42,9,51,42,9,New York City,Caracas,0,0,0,0.0,Passenger,December,Thursday,South America
1968-12-02,09:36:00,Wien Consolidated Airlines,55,Fairchild F-27B,N4905,0049,0,1960,Pedro Bay,United States of America,Alaska,39,36,3,39,36,3,Anchorage,Iliamna,0,0,0,0.0,Passenger,December,Monday,North America
1968-11-25,15:33:00,Air America,?,Curtiss C-46D-20-CU,N1386N,22265,0,1960,Savannakhet,Laos,,28,25,3,26,23,3,Savannakhét,Vientiane,2,2,0,7.142857142857142,Passenger,November,Monday,Asia
1968-11-23,19:59:00,Cable Commuter,544,de Havilland Canada DHC-6 Twin Otter 200,N7666,148,0,1960,Santa Ana,United States of America,California,9,7,2,9,7,2,Los Angeles,Santa Ana,0,0,0,0.0,Passenger,November,Saturday,North America
1968-11-22,01:24:00,Japan Air Lines,2,McDonnell Douglas DC-8-62,JA8032,45954/362,0,1960,Off San Francisco,United States of America,California,107,96,11,0,0,0,Tokyo,San Francisco,107,96,11,100.0,Passenger,November,Friday,North America
1968-10-25,17:17:00,Northeast Airlines,946,Fairchild-Hiller FH227C,N380NE,517,0,1960,Hanover,United States of America,New Hampshire,42,39,3,32,30,2,"Boston, MA - Montpelier, VT","Lebanon, NH",10,9,1,23.809523809523807,Passenger,October,Friday,North America
1968-10-21,06:00:00,Military - U.S. Air Force,?,Douglas C-47D,450934,16937/34196,0,1960,Near Ban Me Thuot,Vietnam,,23,12,11,23,12,11,Saigon,Da Nang,0,0,0,0.0,Military,October,Monday,Asia
1968-10-20,,Cruzeiro,?,Douglas C-47A-25,PP-SAD,13764,0,1960,Feijó,Brazil,,19,16,3,19,16,3,,?,0,0,0,0.0,Passenger,October,Sunday,South America
1968-10-11,16:20:00,Ceskoslovenske Aerolinie,?,Avia 14-40,OK-MCY,805120,0,1960,Near Prague,Czech Republic,,40,36,4,11,8,3,Praha,Kosice,29,28,1,72.5,Passenger,October,Friday,Europe
1968-10-08,08:37:00,Aerovias del Valle,?,Britten-Norman BN-2 Islander,TI-1063C,14,0,1960,Puerto Cortes,Costa Rica,,10,9,1,10,9,1,San José,Paso Canoas,0,0,0,0.0,Passenger,October,Tuesday,North America
1968-09-28,,Pan African Airlines,?,Douglas C-54B,N90427,10445,1,1960,"Port Harcourt,  Biafra",Nigeria,,57,55,2,57,55,2,Lagos,Port Harcourt,0,0,0,0.0,Passenger,September,Saturday,Africa
1968-09-11,10:34:00,Air France,1611,Sud-Aviation Caravelle 3,F-BOHB,244,0,1960,Off Cap d'Antibes,France,,95,89,6,95,89,6,Ajaccio,Nice,0,0,0,0.0,Passenger,September,Wednesday,Europe
1968-09-08,14:55:00,Far Aviation - Air Taxi / Speeds Flying - Air Taxi,?,Cessna 402 / Piper PA-28,N8283F / N8828W,?,0,1960,Flushing,United States of America,New York,9,7,2,2,1,1,,?,7,6,1,77.77777777777779,Passenger,September,Sunday,North America
1968-09-03,20:30:00,Bulair TABSO,?,Ilyushin IL-18,LZ-BEG,187009101,0,1960,Near Burgas,Bulgaria,,89,82,7,47,42,5,Berlin - Sofia,Burgas,42,40,2,47.19101123595505,Passenger,September,Tuesday,Europe
1968-08-31,,Westwing,?,de Havilland Canada DHC-3 Otter,LN-BFD,199,0,1960,Near Odda,Norway,,6,5,1,5,4,1,,?,1,1,0,16.666666666666664,Passenger,August,Saturday,Europe
1968-08-20,01:30:00,Linea Aeropostal Venezolana,?,Hawker Siddeley HS-748-215-2,YV-C-AMY,1580,0,1960,Near Maturin,Venezuela,,7,4,3,4,2,2,Maturín,Tucupita,3,2,1,42.857142857142854,Passenger,August,Tuesday,South America
1968-08-18,09:20:00,United Arab Airlines,?,Antonov AN-24V,SU-AOL,67302806,0,1960,Off Port Said,Egypt,,40,33,7,40,33,7,Cairo,Damascus,0,0,0,0.0,Passenger,August,Sunday,Africa
1968-08-14,09:35:00,Los Angeles Airways,417,Sikorsky S-61L helicopter,N300Y,?,0,1960,Compton,United States of America,California,21,18,3,21,18,3,,?,0,0,0,0.0,Passenger,August,Wednesday,North America
1968-08-10,07:57:00,Piedmont Airlines,230,Fairchild-Hiller FH-227B,N712U,557,0,1960,Charleston,United States of America,West Virginia,37,34,3,35,32,3,Cincinnati,"Charleston, WV",2,2,0,5.405405405405405,Passenger,August,Saturday,North America
1968-08-09,13:05:00,British Eagle International Airlines,?,Vickers Viscount 739A,G-ATFN,394,0,1960,Pfaffenhofen,Germany,,48,44,4,48,44,4,London,Innsbruck,0,0,0,0.0,Passenger,August,Friday,Europe
1968-08-04,08:48:00,North Central Airlines / Private,261,Convair CV-580 / Cessna 150,N4634S / N8742S,176 / ?,0,1960,Milwaukee,United States of America,Wisconsin,15,10,5,3,2,1,,?,12,8,4,80.0,Passenger,August,Sunday,North America
1968-08-02,14:06:00,Alitalia,?,McDonnell Douglas DC-8,I-DIWF,45630,0,1960,Near Milan,Italy,,95,85,10,13,13,0,Rome - Milan,Montreal,82,72,10,86.31578947368422,Passenger,August,Friday,Europe
1968-07-18,,Aerolineas Flecha Austral,?,Curtiss C-46D,CC-CDI,33445,0,1960,,Chile,,5,0,5,5,0,5,,?,0,0,0,0.0,Passenger,July,Thursday,South America
1968-07-15,,Varig,?,Curtiss C-46C,PP-VBJ,33481,0,1960,Gravata,Brazil,,3,0,3,3,0,3,São Paulo,Recife,0,0,0,0.0,Passenger,July,Monday,South America
1968-07-13,,Sabena,?,Boeing 707-329C,OO-SJK,19211/518,0,1960,Near Lagos,Nigeria,,7,2,5,7,2,5,Brussels,Lagos,0,0,0,0.0,Passenger,July,Saturday,Africa
1968-07-08,,Saudi Arabian Airlines,?,Convair CV-340-68B,HZ-AAZ,219,0,1960,Near Dhahran,Saudi Arabia,,11,8,3,11,8,3,,?,0,0,0,0.0,Passenger,July,Monday,Asia
1968-07-03,16:28:00,BKS Air Transport,6845,Airspeed AS.57 Ambassador 2,G-AMAD,5211,0,1960,London,United Kingdom,,8,0,8,6,0,6,"Deauville, France","London, England",2,0,2,25.0,Passenger,July,Wednesday,Europe
1968-06-28,12:46:00,Purdue Airlines Inc.,?,Douglas DC-3 (C-47-DL),N6898D,20082,0,1960,Vichy,United States of America,Missouri,27,23,4,1,1,0,,?,26,22,4,96.29629629629629,Passenger,June,Friday,North America
1968-06-25,07:30:00,Military - U.S. Army,?,Bell UH-1H / Bell UH-1H / Bell UH-1H,?,?,0,1960,Near Bearcat,Vietnam,,29,,,29,,,,?,0,,,0.0,Military,June,Tuesday,Asia
1968-06-18,16:50:00,Rinaldo Piaggio,?,Piaggio PD-808,I-PIAI,503,0,1960,San Sebastian,Spain,,6,5,1,6,5,1,,?,0,0,0,0.0,Passenger,June,Tuesday,Europe
1968-06-12,00:58:00,Pan American World Airways,?,Boeing B-707-321C,N798PA,18790/394,0,1960,Calcutta,India,,63,53,10,6,5,1,Bangkok,Karachi,57,48,9,90.47619047619048,Passenger,June,Wednesday,Asia
1968-05-28,02:44:00,Garuda Indonesia Airlines,?,Convair CV-990-30A-5,PK-GJA,30-10-3,1,1960,Near Bombay,India,,29,15,14,29,15,14,Jakarta - Bombay - Karachi - Cairo - Rome,Amsterdam,0,0,0,0.0,Passenger,May,Tuesday,Asia
1968-05-22,16:51:00,Los Angeles Airways,841,Sikorsky S-61L helicopter,N303Y,?,0,1960,Paramount,United States of America,California,23,20,3,23,20,3,Anaheim,LAX,0,0,0,0.0,Passenger,May,Wednesday,North America
1968-05-12,07:20:00,Military - U.S. Air Force,?,Lockheed C-130B Hercules,60-0297,3600,0,1960,Kham Duc,Vietnam,,155,149,6,155,149,6,Kham Duc,Saigon,0,0,0,0.0,Military,May,Sunday,Asia
1968-05-03,15:48:00,Braniff Airlines,352,Lockheed L188A Electra,N9707C,1099,0,1960,Near Dawson,United States of America,Texas,85,80,5,85,80,5,Houston - Dallas,Fort Worth,0,0,0,0.0,Passenger,May,Friday,North America
1968-04-30,,Military - Pakistan Air Force,?,Lockheed Martin L-100-10,64145,?,0,1960,Near Chaklala,Pakistan,,22,18,4,22,18,4,,?,0,0,0,0.0,Military,April,Tuesday,Asia
1968-04-20,20:50:00,South African Airways,228/129,Boeing B-707-344C,ZS-EUW,19705,0,1960,Near Windhoek,Namibia,,128,116,12,123,111,12,Windhoek,Luanda,5,5,0,3.90625,Passenger,April,Saturday,Africa
1968-04-19,10:45:00,Military - U.S. Army / Military - U.S. Army,?,Bell UH-1H / Bell UH-1H (helicopter),6616441/6717255,?,0,1960,Near Cheo Reo,Vietnam,,26,,,26,,,,?,0,,,0.0,Military,April,Friday,Asia
1968-04-10,,Aerovias Rojas,?,Douglas DC-3,XA-GEV,7339,0,1960,Near Mexico City,Mexico,,18,14,4,18,14,4,Aguascalientes,Mexico City,0,0,0,0.0,Passenger,April,Wednesday,North America
1968-04-08,15:35:00,British Overseas Airways,712,Boeing B-707-465,G-ARWE,18373,0,1960,"Heathrow Airport,  London",United Kingdom,,127,116,11,5,4,1,London,Zurich,122,112,10,96.06299212598425,Passenger,April,Monday,Europe
1968-03-27,10:31:00,Military - Russian Air Force,?,MiG-15 UTI,?,?,0,1960,Near Moscow,Russia,,2,0,2,2,0,2,,?,0,0,0,0.0,Military,March,Wednesday,Europe
1968-03-24,10:59:00,Aer Lingus,712,Vickers Viscount 803,EI-AOM,178,0,1960,Off Wexford Harbor,Ireland,,61,57,4,61,57,4,Cork,London,0,0,0,0.0,Passenger,March,Sunday,Europe
1968-03-09,23:17:00,Military - French Air Force,?,Douglas DC6B,43748,43748/314,0,1960,Near Saint Denis,Reunion,,20,12,8,19,12,7,Saint Denis,Paris,1,0,1,5.0,Military,March,Saturday,
1968-03-08,19:18:00,Air Manila,507,Fairchild F-27,PI-C871,0019,0,1960,Off Panay Island,Philippines,,14,10,4,14,10,4,Manila,Lapu Lapu,0,0,0,0.0,Passenger,March,Friday,Asia
1968-03-06,20:32:00,Air France,212,Boeing B-707-328C,F-BLCJ,19724,0,1960,"Basse-Terre,  Guadeloupe",West Indies,,63,52,11,63,52,11,Caracas,Pointe a Pitre,0,0,0,0.0,Passenger,March,Wednesday,
1968-03-05,08:00:00,Military - U.S. Air Force,?,Fairchild C-123K,54-0590,20039,0,1960,Near Khe Sanh,Vietnam,,49,45,4,49,45,4,Hue,Khe Sanh,0,0,0,0.0,Military,March,Tuesday,Asia
1968-02-29,22:43:00,Aeroflot,15,Ilyushin IL-18D,CCCP-74252,187010601,0,1960,Near Bratsk,Russia,,84,75,9,83,74,9,Krasnoyarsk,Petropavlovsk,1,1,0,1.1904761904761905,Passenger,February,Thursday,Europe
1968-02-24,,Royal Air Lao,?,Douglas DC-3,XW-TAD,26696,0,1960,Ban Napa,Laos,,37,34,3,37,34,3,Vientiane,Sayaboury,0,0,0,0.0,Passenger,February,Saturday,Asia
1968-02-16,21:20:00,Civil Air Transport,10,Boeing B-727-92C,B-1018,19175/339,2,1960,Linkuo,Taiwan,,63,52,11,21,18,3,Hong Kong,Taipei,42,34,8,66.66666666666666,Passenger,February,Friday,Asia
1968-02-07,05:58:00,Canadian Pacific Air Lines,322,Boeing B-707-138B,N791SA,17698/44,1,1960,Vancouver,Canada,,61,52,9,1,0,1,Honolulu,Vancouver,60,52,8,98.36065573770492,Passenger,February,Wednesday,North America
1968-01-27,,Air Comores,?,de Havilland DH-114 Heron 1B,F-OECD,14040,0,1960,Moroni,Comoros Islands,,16,15,1,15,14,1,Dar es-Salaam,Moroni,1,1,0,6.25,Passenger,January,Saturday,
1968-01-15,07:54:00,United Arab Airlines,?,Douglas DC-3,SU-AJG,?,0,1960,Zifta,Egypt,,4,0,4,4,0,4,Cairo,Beirut,0,0,0,0.0,Passenger,January,Monday,Africa
1968-01-10,14:00:00,Military - U.S. Marine Corps,?,Douglas C-54P,50850,10427,0,1960,Near Copper Canyon,United States of America,Nevada,19,12,7,19,12,7,Buckley ANGB,Seattle NAS,0,0,0,0.0,Military,January,Wednesday,North America
1968-01-08,17:00:00,Military - U.S. Marine Corps,?,Sikorsky CH-53A (helicopter),153710,?,0,1960,Near Quang Tri,Vietnam,,42,37,5,42,37,5,,?,0,0,0,0.0,Military,January,Monday,Asia
1968-01-06,18:27:00,Aeroflot,1668,Antonov An-24B,CCCP-47733,69901001,0,1960,Near Olekminsk,Russia,,46,39,6,45,39,6,Olekminsk,Lensk,1,0,0,2.1739130434782608,Passenger,January,Saturday,Europe
1967-12-30,08:28:00,Aeroflot,A-51,Antonov AN-24B,CCCP-46215,67302909,0,1960,Liepaja,Latvia,,51,46,5,44,41,3,Riga,Liepaja,7,5,2,13.725490196078432,Passenger,December,Saturday,Europe
1967-12-25,13:49:00,Thai Airways,002,Douglas DC-3,HS-TDH,9189,0,1960,Chiang Mai,Thailand,,31,28,3,4,2,2,Bangkok,Chiang Mai,27,26,1,87.09677419354838,Passenger,December,Monday,Asia
1967-12-21,16:00:00,Frontier Airlines,?,Douglas C-47A,N65276,19202,0,1960,Denver,United States of America,Colorado,2,0,2,2,0,2,"Denver, CO","Scottsbluff, NE",0,0,0,0.0,Passenger,December,Thursday,North America
1967-12-10,15:25:00,Private,-,Beechcraft 18H,N390R,BA-623,0,1960,Near Madison,United States of America,Wisconsin,8,7,1,7,6,1,"Cleveland, OH",Madison WI,1,1,0,12.5,Passenger,December,Sunday,North America
1967-12-08,,Faucett,?,Douglas DC-C-54A,OB-R-148,10284,0,1960,Carpich Huanuco Mt.,Peru,,72,66,6,72,66,6,Huanuco,Tingo Maria,0,0,0,0.0,Passenger,December,Friday,South America
1967-12-07,,Lao Cathay Airlines,?,Douglas DC-3,XW-PFM,?,0,1960,Muong Soui,Laos,,12,2,10,10,2,8,,?,2,0,2,16.666666666666664,Passenger,December,Thursday,Asia
1967-11-30,14:30:00,Military - U.S. Air Force,?,de Havilland Canada C-7A Caribou,62-4175,?,0,1960,Near Qui Nhon,Vietnam,,26,22,4,26,22,4,,Pleiku Qui Nhon,0,0,0,0.0,Military,November,Thursday,Asia
1967-11-20,20:57:00,Trans World Airlines,128,Convair CV-880-22-1,N821TW,22-00-27,0,1960,"Cincinnati International Airport,  Covington/Hebron",United States of America,Kentucky,82,75,7,70,65,5,Los Angeles,Cincinnati,12,10,2,14.634146341463413,Passenger,November,Monday,North America
1967-11-16,21:03:00,Aeroflot,2230,Ilyushin IL-18B,CCCP-75538,184007002,0,1960,Near Sverdlovsk,Russia,,107,99,8,107,99,8,Sverdlovsk,Tashken,0,0,0,0.0,Passenger,November,Thursday,Europe
1967-11-06,18:41:00,Trans World Airlines,159,Boeing B-707-131,N742TW,17669/43,0,1960,Cincinnati,United States of America,Ohio,36,29,7,1,1,0,Cincinnati,Los Angeles,35,28,7,97.22222222222221,Passenger,November,Monday,North America
1967-11-05,10:35:00,Cathay Pacific Airways,033,Convair CV-880-22M-3,VR-HFX,22-00-37,0,1960,Hong Kong,China,,127,116,11,1,1,0,Hong Kong,Saigon,126,115,11,99.21259842519686,Passenger,November,Sunday,Asia
1967-11-04,22:02:00,Iberia Airlines,062,Sud Aviation Caravelle 10R,EC-BDD,202/204,0,1960,"Fernhurst,  Sussex",United Kingdom,,37,30,7,37,30,7,Malaga,London,0,0,0,0.0,Passenger,November,Saturday,Europe
1967-11-03,11:30:00,Sadia,?,Handley Page HPR-7 Herald 214,PP-SDJ,190,0,1960,Near Curitiba,Brazil,,25,20,5,21,16,5,Sao Paulo,Curitiba,4,4,0,16.0,Passenger,November,Friday,South America
1967-10-24,,China Airlines (Taiwan),?,Douglas DC-3,B-1541,?,0,1960,,Vietnam,,16,13,3,16,13,3,Phan Rang,Pleiku,0,0,0,0.0,Passenger,October,Tuesday,Asia
1967-10-12,07:25:00,British European Airways,284,de Havilland Comet 4B,G-ARCO,06449,0,1960,Off Rhodes,Greece,,66,59,7,66,59,7,Athens,Nicosia,0,0,0,0.0,Passenger,October,Thursday,Europe
1967-10-09,11:45:00,LACSA,?,BAC One Eleven,?,?,0,1960,,Carribean Sea,,23,18,5,2,2,0,"San Jose, Costa Rica",Grand Cayman Islands,21,16,5,91.30434782608695,Passenger,October,Monday,
1967-10-08,09:40:00,Military - U.S. Air Force,?,Lockheed C130B,61-2649,3692,0,1960,Near Huong Thuy,Vietnam,,23,18,5,23,18,5,Hue,Da Nang,0,0,0,0.0,Military,October,Sunday,Asia
1967-09-05,02:40:00,Ceskoslovenske Aerolinie,523,Ilyushin IL-18,OK-WAI,187009705,0,1960,"Near Gander,  Newfoundland",Canada,,69,61,8,37,33,4,Gander,Havana,32,28,4,46.3768115942029,Passenger,September,Tuesday,North America
1967-08-27,16:02:00,Private,?,North American B-25 Mitchell,N3443G,108-33745,0,1960,Lake Erie off Huron,United States of America,Ohio,22,20,2,16,16,0,Wakeman,"Wakeman, Ohio",6,4,2,27.27272727272727,Passenger,August,Sunday,North America
1967-07-25,10:30:00,Vehu Akat,?,Douglas DC-3,XW-PDL,?,0,1960,Near Luang Prabang,Laos,,16,13,3,16,13,3,Vientiane,Luang Prabang,0,0,0,0.0,Passenger,July,Tuesday,Asia
1967-07-19,11:01:00,Piedmont Airlines / Private,22,Boeing B-727-22 / Cessna 310,N68650/N3121S,18295/4 / ?,0,1960,Near Hendersonville,United States of America,North Carolina,82,77,5,82,77,5,Ashville,Roanoke,0,0,0,0.0,Passenger,July,Wednesday,North America
1967-07-15,,Eastern Provincial Airways,?,?,?,?,0,1960,"Near Williamsport,  Newfoundland",Canada,,4,3,1,4,3,1,,?,0,0,0,0.0,Passenger,July,Saturday,North America
1967-07-06,18:43:00,Philippine Air Lines,385,Fokker F-27 Friendship 100,PI-C527,10285,0,1960,Bacolod,Philippines,,21,17,4,21,17,4,Bacolod,Mactan,0,0,0,0.0,Passenger,July,Thursday,Asia
1967-06-30,16:10:00,Thai International,601,Sud Aviation SE-210 Caravelle III,HS-TGI,025/24,0,1960,Kai Tak,Hong Kong,,80,73,7,24,24,0,Seoul,Hong Kong,56,49,7,70.0,Passenger,June,Friday,Asia
1967-06-24,,Saudi Arabian Airlines,?,Douglas DC-3,HZ-AAM,?,0,1960,Khamis Mushait,Saudi Arabia,,17,14,3,16,13,3,Nejran,Jeddah,1,1,0,5.88235294117647,Passenger,June,Saturday,Asia
1967-06-23,13:47:00,Mohawk Airlines,40,BAC One Eleven 204AF,N1116J,098,0,1960,Blossburg,United States of America,Pennsylvania,34,30,4,34,30,4,Elmira,Washington DC,0,0,0,0.0,Passenger,June,Friday,North America
1967-06-17,19:30:00,Military - U.S. Air Force,?,Lockheed C-130B,60-0293,3591,0,1960,An Khe,Vietnam,,56,49,7,35,35,0,An Khe,Tan Son Nhut,21,14,7,37.5,Military,June,Saturday,Asia
1967-06-15,05:00:00,Military - Brazilian Air Force,?,Douglas C-47,C-47-268,?,0,1960,Near Coari,Brazil,,25,20,5,20,16,4,Belem,Cachimbo,5,4,1,20.0,Military,June,Thursday,South America
1967-06-12,,Aeronaves de Mexico,?,Douglas DC-3A-197D,XA-FUW,3260,2,1960,Near La Paz,Mexico,,4,0,4,3,0,3,La Paz,Mazatlan,1,0,1,25.0,Passenger,June,Monday,North America
1967-06-11,,Saudi Arabian Airlines,?,Douglas DC-3,HZ-AAJ,15235/26680,0,1960,Jedda,Saudi Arabia,,18,15,3,17,14,3,Madinah,Jeddah,1,1,0,5.555555555555555,Passenger,June,Sunday,Asia
1967-06-04,10:09:00,British Midland Airways,?,Canadair C-4 Argonaut,G-ALHG,153,0,1960,"Stockport,  Cheshire",United Kingdom,,84,79,5,72,69,3,Palma de Mallorca,Manchester,12,10,2,14.285714285714285,Passenger,June,Sunday,Europe
1967-06-03,23:06:00,Air Ferry Ltd,?,Douglas C54A,G-APYK,10279,0,1960,"Mt. Canigou,  near Roussillon",France,,88,83,5,88,83,5,Manston,Perpignan,0,0,0,0.0,Passenger,June,Saturday,Europe
1967-05-19,18:37:00,Air Canada,?,Douglas DC-8-54F,CF-TJM,45653/178,0,1960,"Ottawa,  Ontario",Canada,,3,0,3,3,0,3,Training -Montreal,Ottawa,0,0,0,0.0,Passenger,May,Friday,North America
